Tweet,message,match,polarity,positives,negatives
2103,"RT @IreneGentle: When you support journalism by subscription, you help allow this - a Monday morning filled with a deep Canada-wide investi ",support,positive,1,0
2104,So much work to be done still! We're plugging away...,work,positive,1,0
2105,RT @Lelee702: University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,"awesome, great",positive,2,0
2106,RT @HoarseWisperer: Baseball: booed;UFC fights: booed;Professional football: protested by NFL players ;Basketball: shunned by champions;;Tr ,"protested, shunned",negative,0,2
2107,RT @daddyhope: Senior &amp; Junior doctors are coming together to speak with 1 voice! This comes after the University of Zimbabwe has been accu ,NA,neutral,0,0
2108,"RT @Persona_Central: A lot of effort has been put into the story for Persona 5 Scramble: The Phantom Strikers, developing the characters an ",NA,neutral,0,0
2109,A huge congratulations to  Ellie who WON the 2019 Canadian Young Speaker Association National Competition on Saturd  ,"congratulations, won",positive,2,0
2110,RT @rahulroushan: Phir keh raha hoon ki JNU ki puri zameen Robert Vadra ko de do. It's a win-win solution. ,NA,neutral,0,0
2111,RT @MSQSIMS:  The Sims 4 - Discover University GIVEAWAY ;;I have pre-ordered another code for this giveaway!;The winner will get the code ,winner,positive,1,0
2112,"@JoelHardenONDP She s a senior member of a terrorist group (also designated a such by Canada), namely the PFLP, whi  ",NA,neutral,0,0
2113,Oracle Database 12c RAC Administration Student Guide - Oracle University - ,NA,neutral,0,0
2114,2020 McNamara's PaulWicks6'5 270 OL with 10 offers receives a PWO from The University of Maryland; 11 Pancake Block  ,NA,neutral,0,0
2115,"RT @sjuhawknews: President Reed apologizes to university Public Safety officers after two were recently called the n-word. ""We do see you, ",NA,neutral,0,0
2116,If you were right in anything you would not be screeching for your career.,right,positive,1,0
2117,RT @SimsVIP: TWITTER GIVEAWAY;;Follow &amp; RT for a chance to win one of *FIVE* #TheSims4 Discover University codes! There will be 5 differe ,win,positive,1,0
2118,RT @beyoncebrown22: WHO is that ??? If y all don t give us back Eddie right NEOOOW  ,right,positive,1,0
2119,About fucking time. Get a 20 something in there and you'll blow by the NDP and compete with the big guns,"fucking, blow",negative,0,2
2120,RT @dareenfuqaha: hi I wanna burn everyone in my university,burn,negative,0,1
2121,He s going to this game because he just loves the SEC and big time college football. Totally not because he s so se  ,loves,positive,1,0
2122,RT @Escorpion_DelR: Dolphin nursery school (ABU);Vital years primary school (ABU);Demonstration secondary school (ABU);Ahmadu bello univers ,NA,neutral,0,0
2123,"@marindaplease I also received a certificate from Temple University. It was very useful, and the course helped me b  ",helped,positive,1,0
2124,RT @naomi_jamess:   ,NA,neutral,0,0
2125,RT @WBrettWilson: and from Ottawa - crickets (but to be fair - recovering from a $250k cold water family surfing vacation takes a few days) ,"fair, cold",neutral,1,1
2126,"Everyone loves the lobster story.  China tariffs Maine lobsters, Canada seizes the Chinese market.;;Do wonder thoug  ","loves, wonder",positive,2,0
2127,"RT @DowlatNowrouzi: 7/;David Kilgour, Candian Lawyer &amp; fmr secretary of state: Worst kind of crime is case of #CrimesAgainstHumanity  regar ","worst, crime",negative,0,2
2128,RT @M_S_Fricker: @steveburgess1 @ruthmkb Why is the opinion of a felon and British citizen given attention in Canada? Black should be boote ,felon,negative,0,1
2129,RT @The_ACU: The Commonwealth Climate Resilience Network links #universities across the #Commonwealth to exchange knowledge &amp; best practice ,best,positive,1,0
2130,RT @StevenEllisTHN: My latest. ,NA,neutral,0,0
2131,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ","hate, like, success",positive,3,1
2132,"RT @aelfred_D: As befitting its Northern Clime, Canada is ruled over by a tribunal of Santa Clauses/P res No l ;;You better watch out ",better,positive,1,0
2133,RT @ashlie_weeks: We pay her salary.;;I repeat. We pay a fake preacher hollerin  about &amp; summoning demons &amp; trump being a god to be in the ,"fake, trump",neutral,1,1
2134,"RT @simonahac: yes, china &amp; india massively increased coal power over last 10yrs, but did you know many *reduced*:;;UK  86%;canada  40% ",NA,neutral,0,0
2135,"RT @tsockley: Kamikaze scandal fines today have reached $219,723. ;;And all for a scandal Jason Kenney once referred to as  twitter gossip ","scandal, gossip",negative,0,3
2136,"RT @t0nit0ne: A Cornell University study found that men overestimate their abilities and performance, while women underestimate both. A Hew ",underestimate,negative,0,1
2137,"Overhead of Helmcken Falls, Canada. Video by Joel Schat (  via @YouTube",NA,neutral,0,0
2138,RT @gary_feltham: Business investment in Canada is at a 25-year low. Why?  because the Trudeau Liberals are economic illiterates. ,NA,neutral,0,0
2139,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2140,Oracle Database 12c Managing Multitenant Student Guide - Oracle University - ,NA,neutral,0,0
2141,@Wale @peaceofmines Clark Atlanta University should be your first stop!!! Atlanta is a great way to kick it off!!,great,positive,1,0
2142,"RT @iconickbeauty:  PLEASE BOOST: a black trans woman needs help with raising money for rehab, winter clothes and residency.;;the rehab es ",NA,neutral,0,0
2143,NaN,NA,neutral,0,0
2144,"Mann Packing Co., Inc. Voluntarily Recalls Vegetable Products Sold in the United States and Canada Due to Potential  ",NA,neutral,0,0
2145,"RT @JamesMelville: Denmark pays its students $1,000 a month to go to university and charge no tuition fees. Students are seen as an investm ",NA,neutral,0,0
2146,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2147,@Ashylegs2 come to canada ,NA,neutral,0,0
2148,@RepublicansLove @SpeakerPelosi I prefer Canada and my beloved bozo Canada is considered one of the happiest cou  ,"prefer, beloved",positive,2,0
2149,"RT @JamesMelville: Denmark pays its students $1,000 a month to go to university and charge no tuition fees. Students are seen as an investm ",NA,neutral,0,0
2150,"Sahotas push back against Vancouver expropriation proposal, dispute $1 property valuations /via @globeandmail  ","expropriation, dispute",negative,0,2
2151,Proud of you Bro I mean that ,proud,positive,1,0
2152,RT @ARamspacher: The #Gamecocks aren't just playing @CoachPujol and @UNA_Basketball Wednesday. It's a 2-for-1 series that includes a trip t ,NA,neutral,0,0
2153,Just hire this person to make animate and make cartoons because I LOVE THE DESIGNS HERE;Please and thank you ,"love, thank",positive,2,0
2154,RT @UoL_Sus: Working on your dissertation? Does your research align with one or more of the UN Sustainable Development Goals? Why not prese ,sustainable,positive,1,0
2155,RT @CNN: RECALL ALERT: The Mann Packaging Co. is voluntarily recalling more than 100 vegetable products sold in the US and Canada for possi ,NA,neutral,0,0
2156,"RT @UnsdsnTurkey: Technological pathways, regional cooperation, budget strategy, policy framework, R&amp;D and Metrics &amp; Monitoring are the key ",NA,neutral,0,0
2157,@STAND_WITH_TRUE @qubadjt What do you think about setting up a similar politics  system as you have in Canada ??? W  ,NA,neutral,0,0
2158,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2159,@Canada @SeeTorontoNow @cityoftoronto @OntarioTravel Leave it to Toronto to mess up something made with literally 3  ,mess,negative,0,1
2160,"RT @DJTira: Okey sure!!! Friday 8 November!!! Edmonton, Canada!!!!  It can only be Malume  ",NA,neutral,0,0
2161,RT @wesfresh23: I had an amazing official visit at the university of Illinois this past weekend. Thank you @UICoachClark and @LovieSmith fo ,"amazing, thank",positive,2,0
2162,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2163,"RT @MakingTime60s: 4 November 1969 - Fleetwood Mac play Konserthuset, Stockholm. (Sweden);Led Zeppelin play Kitchener Memorial Auditorium, ",NA,neutral,0,0
2164,Graduated from university of Wisconsin!! Lawyer in my early life ,NA,neutral,0,0
2165,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2166,@KevinMKruse Oh look! The former Auburn University football coach has chimed in.;,NA,neutral,0,0
2167,RT @jags_swim: The 2019-2020 Season kicks off tomorrow against Norman and Norman North at 5 pm at the University of Oklahoma.  ;;Then the J ,NA,neutral,0,0
2168,@TweetsUark ... unless that entity has a separate contract with the university. Like Pepsi.,like,positive,1,0
2169,@DaveAndrew10 @mitchellvii Does that have the same accreditation as trump university?,trump,positive,1,0
2170,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2171,RT @ianbremmer: Seasons Greetings from Canada s Supreme Court ,supreme,positive,1,0
2172,RT @OntVetCollege: A new $11-million gift announced today will create the Kim and Stu Lang #Community Healthcare Partnership Program  the f ,NA,neutral,0,0
2173,RT @iknownaama: the way absolute strangers wanna disrespect teenage girls online just because we're young women excited about music....... ,"disrespect, excited",neutral,1,1
2174,RT @kayleighmpoe: I am so blessed to announce that I have verbally committed to further my athletic and academic career at the University o ,NA,neutral,0,0
2175,"       ,         @ Jawahar Lal Nehru University ",NA,neutral,0,0
2176,"RT @peterdowningAB: Just on CTV Your Morning.  Instead of being real, the Ontario host tried to do a hit piece.  (Typical fake news.);;That ",fake,negative,0,1
2177,RT @JoeTrezz: Orioles first baseman Chris Davis and his wife Jill today gave $3 million to the University of Maryland s Children s Hospital ,NA,neutral,0,0
2178,@SMiTHiE________ @Dehkunle @_solutionn @ATA_damola @SmithAangdu @ToluwaniKris @eniturn @ObongRoviel @farouq_yahaya  ,NA,neutral,0,0
2179,RT @DUsoftballBrew: Thank you @kristin_hurd ,thank,positive,1,0
2180,RT @scottbrown107: VIDEO: Tomas Duncan brought home the first top 5 state meet finish Saturday in the history of the University Heights Aca ,top,positive,1,0
2181,"RT @TrueNorthCentre: Despite the fact that dozens of ISIS members are currently roaming freely within our country, very few of them have be ",NA,neutral,0,0
2182,RT @CourtesanCanada: WooHoo! This account finally hit 1000 followers! Thank you all so much for supporting our 100% TOTALLY FREE SITE! Post ,"thank, supporting, free",positive,3,0
2183,"RT @sammygigs1: ""I'm very happy that I've finished secondary school cos I'm now done with the stressful part of education"";;University: htt ","happy, stressful",neutral,1,1
2184,@giulio_mattioli @sohailplanner Very interesting paper. ;- Difference between clusters not very high;- Can large ci  ,interesting,positive,1,0
2185,RT @miguelsnchz1: Son cosas m as o la University cada a o se mete m s coca por la nariz? ;A donde  van poniendo esos precios pa fin de a o ,NA,neutral,0,0
2186,RT @KawaiiStacieYT: The Sims 4: Discover University Giveaway!!;;2 Winners;Ends 11/15;;Enter:  ,NA,neutral,0,0
2187,"RT @gtlem: AB Premier Jason Kenney is playing a dangerous game (1) The more he bashes Justin Trudeau, the less sympathy the rest of Canada ","premier, dangerous",neutral,1,1
2188,Conservative and convicted fraudster who renounced his Canadian citizenship shares his prognostications about Canad  ,conservative,negative,0,1
2189,RT @DemetriusHarmon: Philadelphia 76er Tobias Harris in a You Matter University crewneck ,NA,neutral,0,0
2190,"RT @CripesHaitch: @fordnation @CanadianForces Canada and the Provinces needs to cut Public Salaries Nationwide, -15% to gain parity with Pr ",gain,positive,1,0
2191,RT @ashlie_weeks: We pay her salary.;;I repeat. We pay a fake preacher hollerin  about &amp; summoning demons &amp; trump being a god to be in the ,"fake, trump",neutral,1,1
2192,NaN,NA,neutral,0,0
2193,RT @kk_in_AB: Geez.. how many times do we have to go over this?;;They are NOT Canadian.;;They stopped being Canadian the moment they chose ,NA,neutral,0,0
2194,RT @_MarriiG: Blessed to receive an offer from Central Michigan University!! #FireUpChips ,NA,neutral,0,0
2195,@karim_frk @Pierrette222 @Canada Il serait temps d'atterrir et de regarder la r alit  en face !... ;,NA,neutral,0,0
2196,"Wow.......If this happens, then Canada is truly lost.",NA,neutral,0,0
2197,"RT @JamesMelville: Denmark pays its students $1,000 a month to go to university and charge no tuition fees. Students are seen as an investm ",NA,neutral,0,0
2198,"RT @TTuberville: . @realDonaldTrump you will see some great football on Saturday. The state of Alabama will give you a heroes welcome, unli ",great,positive,1,0
2199,"RT @MaydayMatrix: 2/2 ""If I had anticipated it, I wouldn't have come to Canada.  I wanted to be safe, I wanted my next generation to be saf ",NA,neutral,0,0
2200,"RT @KieserBill: Trudeau implemented a new law to silence, fine and jail Canadians who speak out about politicians but the law doesn't apply ",fine,positive,1,0
2201,RT @laura_godfrey: @kimberlybowman @admmo @zoewhittall @CBCNews @CANADALAND Here's the story: ,NA,neutral,0,0
2202,"RT @VeteransENG_CA: On November 11, I remember Canada s Veterans by: ;#CanadaRemembers",NA,neutral,0,0
2203,"RT @SuzanneLepage1: Happy day to all animal lovers ;Deer in the Snow ~ Qu bec, Canada; by: @alftown [IG] ",happy,positive,1,0
2204,Why is justice so slow?,NA,neutral,0,0
2205,RT @kezincanberra: This is what compassion looks like. Canadian citizens sponsoring refugees detained by Australia in PNG. Relocating them ,compassion,positive,1,0
2206,"RT @Talkingdrugs: Recreational use is legal in Canada, Uruguay and in 11 US states, and is decriminalised in a further 15. Last week a repo ",NA,neutral,0,0
2207,"RT @EconomicsSEEDS: Nov 5-8  -""The KaleidoScope of #Sustainability"" #kickoff Symposium of the PhD Programme  ""#environmental  Sustainabilit ",NA,neutral,0,0
2208,"RT @scbwiwwa: Join us for our next Professional Series Meeting THIS SATURDAY, Nov 9, at Seattle Pacific University from 10am-noon. Author A ",NA,neutral,0,0
